# TIC   vsini   r   prot_ls   prot_cat   temperature   logg
9867665 nan 0.5960 7.2167 nan 3913.0 4.6546
9882031 nan 0.1463 3.0525 nan 2884.0 5.1833
9885281 nan 0.9385 0.9161 nan 5635.0 4.4927
9885452 nan 0.9835 6.1498 nan 5304.0 4.4125
9886586 nan 15.5098 3.5744 nan 4640.0 NaN
9887126 nan 0.7988 12.9489 nan 4559.99 4.4899
9894952 nan 0.6371 0.8803 nan 3940.0 4.6202
9899651 nan 0.4610 3.2146 nan 3402.0 4.7717
9899894 nan 0.9683 3.6499 nan 5779.0 nan
9899967 10.0 1.7152 10.3867 nan 6625.37 NaN
9901081 nan 0.7788 12.4157 nan 5632.0 4.6544
9901869 nan 0.4198 5.6734 nan 3419.0 4.8086
9902443 nan 1.1867 10.4369 nan 6024.21 4.3371
9910206 nan 0.3073 7.5455 nan 3334.0 4.9177
9941179 nan 1.0062 1.7052 nan 5968.17 4.4721
9941240 nan 1.8713 14.4983 nan 6287.0 3.9837
9944140 nan 0.3920 0.7785 nan nan 4.8604
9945024 nan 0.3353 4.2999 nan 3156.0 4.8885
9963316 nan 0.8841 5.0477 nan 5701.0 4.5515
9963851 nan 0.3260 3.4683 nan nan 4.9239
9964897 23.4 0.8576 1.3632 nan 5076.0 4.5009
9965041 nan 0.7021 12.0915 nan 4992.0 4.6643
9965327 nan 0.3070 2.4775 nan 3321.0 4.9181
9966358 nan 1.3703 10.8563 nan 6518.0 4.2916
9966373 nan 14.3021 1.9791 nan 4520.0 NaN
9966597 nan 2.1896 11.3904 nan 5716.0 3.7659
9966678 nan 0.4099 4.6267 nan 3145.0 4.8176
9967430 nan 0.4858 13.3627 nan 3616.0 4.7498
10022556 nan 1.9070 1.2436 nan 7610.0 4.1253
10043547 13.1 0.2775 1.7569 nan 3126.0 4.9515
10043630 nan 0.2909 0.8023 nan 3216.0 4.9359
10050100 nan 0.7085 5.5502 nan 4450.95 4.5825
10053654 nan 1.1783 5.4513 nan 6134.45 4.3604
10073565 nan 0.4552 3.9613 nan 3370.0 4.7769
10113041 nan 0.1332 3.8346 nan 2872.0 5.2210
10153938 nan 0.7859 4.6015 nan 5188.21 4.5923
10184244 nan 0.6317 1.3742 nan 3470.0 4.6247
10201961 nan 0.6214 9.8909 nan 3895.0 4.6333
10202502 nan 0.8790 6.5760 nan 5351.0 4.5186
10219457 0.0 9.8263 1.3043 nan 5053.0 NaN
10337969 nan 0.5391 0.5068 nan 3493.0 4.7034
10352491 nan 0.4845 11.4146 nan nan 4.7510
10355226 nan 0.2742 6.6761 nan 3263.0 4.9555
10357377 nan 1.0811 8.7394 nan 5710.0 4.3781
10357422 nan 1.0710 1.3528 1.3479 5215.0 4.3270
10474531 nan 160.6480 10.3381 nan 3235.0 NaN
10510382 42.0 4.2683 1.1655 nan 14250.0 nan
10583672 nan 0.3479 0.6912 nan 3207.0 4.8761
10605297 nan 0.3184 11.3164 nan 3030.0 4.9060
10660444 nan 1.0766 2.5407 nan 6019.0 4.4209
10728867 nan 0.7171 7.8326 nan 5070.11 4.6564
10747553 nan 0.6353 5.5050 nan 4013.0 4.6314
10747750 nan 0.8221 10.3791 nan 5310.0 4.5672
10784515 nan 0.2588 8.0186 nan 3277.0 4.9748
10784960 2.9 8.4529 1.1904 nan 4592.0 NaN
10787002 nan 0.5341 15.9160 nan 3468.0 4.7077
10787084 nan 1.4812 1.6144 nan 6796.42 4.2612
10802452 nan 0.8319 5.9164 nan 5314.0 4.5617
10838521 nan 0.4378 2.9973 nan 3569.0 4.7924
10862099 nan 0.3595 1.1610 nan 3194.0 4.8647
10863087 nan 0.4054 0.8607 nan 3296.0 4.8217
10868267 nan 67.8118 11.3273 nan nan NaN
10879648 nan 9.2949 6.8113 nan 5146.0 NaN
10880919 nan 0.8607 1.5466 nan 5024.0 NaN
10931329 nan 0.3489 13.6585 nan 3139.0 4.8750
10973895 nan 0.5034 10.0463 nan 3547.0 4.7345
11046349 nan 1.1190 3.3396 nan 5409.98 4.3140
11083033 nan 0.4624 4.3497 nan 3499.0 4.7705
11103894 nan 0.4246 1.9125 nan 3206.0 4.8043
11155110 nan 0.2397 2.1802 nan 3163.0 5.0006
11163516 nan 0.3032 0.5927 nan 3031.0 4.9222
11199521 nan 2.5911 2.2969 nan 7630.0 3.8615
11224950 nan 5.1457 0.1573 nan 7011.0 NaN
11295893 nan 4.1014 0.9248 nan 6141.0 3.2766
11299371 nan 2.1392 0.5201 nan 6955.0 3.9600
11325040 312.0 2.4476 4.3173 nan 9690.03 nan
11333775 nan 0.3319 0.1681 nan 4097.0 4.8920
11334563 nan 1.6210 0.2939 nan 8250.0 nan
11382157 nan 1.7595 5.3022 nan 6413.0 4.0579
11419830 nan 0.7310 0.8967 nan 4452.0 4.5553
11437325 nan 0.4968 0.2867 nan 3996.0 4.7402
11491822 29.0 2.8269 5.0457 9.9451 8240.0 3.8408
11495928 nan 0.1415 0.5602 nan 2849.0 5.1969
11518868 nan 2.6056 8.0505 0.2500 4991.0 NaN
11526793 nan 0.3707 7.1102 nan 3258.0 4.8540
11548580 nan 0.6180 3.2873 nan nan 4.6626
11557292 nan 0.2803 3.7701 nan 3196.0 4.9482
11562321 nan 0.5454 2.5269 nan 3495.0 4.6979
11569396 nan 0.4220 9.5714 nan 3289.0 4.8066
11589947 nan 0.8413 4.2258 nan 5793.0 4.6052
11614297 nan 0.3316 9.9375 nan 3383.0 4.8923
11614485 14.2 0.3665 1.4908 nan 3309.0 4.8580
11642505 nan 0.8390 6.4098 nan 5382.0 4.5591
11643607 nan 0.4982 3.2372 nan 3374.0 4.7390
11652986 nan 0.2179 1.9073 nan 2931.0 5.0334
11663549 nan 0.3399 4.0200 nan 3453.0 4.8839
11663553 nan 0.3800 3.2638 nan 3620.0 4.9945
11664506 nan 0.3438 0.4216 nan 3296.0 4.8801
11736895 nan 1.5153 6.1665 nan 7118.0 4.2757
11739855 nan 0.5472 7.8197 nan 3447.0 4.6963
11756053 nan 2.9461 3.8612 nan 4852.0 NaN
11799872 nan 1.6934 2.1307 nan 6446.0 4.0978
11799874 nan 1.7279 2.1286 nan 6451.0 4.0803
11806361 nan 0.5937 0.3450 nan 3564.0 4.6565
11899919 nan 0.2903 1.7543 nan 3277.0 4.9366
11940810 nan 1.4115 0.1228 nan 5646.31 4.1396
11974826 nan 0.2208 0.3119 nan 3094.0 5.0287
11995368 nan 0.4912 6.7508 nan 3646.0 4.7451
12002586 nan 0.6063 4.8186 nan 3823.0 4.6459
12029932 nan 6.8887 5.2332 10.5113 4976.0 NaN
12131582 nan 0.2167 0.9717 nan 3227.0 5.0354
12158853 nan 0.5476 0.6313 nan 3465.0 4.6960
12345328 nan 3.1800 0.1335 nan 8959.0 nan
12359032 11.6 0.9005 2.3390 nan 5471.0 4.5114
12359079 12.8 1.0602 2.6472 nan 6208.0 4.4629
12377787 nan 0.6802 1.3387 nan 4496.0 4.6241
12393800 22.1 1.3127 1.0271 nan 5571.0 4.1930
12421477 nan 0.5818 0.3590 nan 3461.0 4.6667
12423835 nan 0.3329 2.8263 nan 3190.0 4.8909
12433577 nan 8.1430 5.5226 nan 4780.0 NaN
12456725 nan 0.1334 2.8405 nan 2835.0 5.2204
12470194 nan 56.3289 18.7931 nan 3969.0 NaN
12471629 nan 0.4439 1.1152 nan 3213.0 4.7870
12474920 nan 0.4541 9.0437 nan 3509.0 4.7779
12497908 nan 0.4386 3.5961 nan 3435.0 4.7917
12509218 nan 0.4312 0.8365 nan 3192.0 4.7984
12511001 nan 2.7560 11.5717 nan 5173.9 NaN
12511471 nan 1.0314 14.6955 nan 5722.0 4.4203
12511667 nan 0.3669 2.7917 nan 3583.0 4.8576
12521997 nan 0.8316 0.7260 nan 4921.0 NaN
12523387 nan 0.4461 3.7753 nan 3484.0 4.7850
12525797 nan 0.3841 11.4711 nan 3317.0 4.8414
12530567 nan 0.8063 4.4021 nan 4356.0 4.4582
12532254 nan 0.2376 3.3885 nan 3263.0 5.0036
12547811 nan 1.0244 9.0841 nan 5668.36 4.4214
12548933 nan 0.3326 11.5426 nan 3378.0 4.8913
12550101 nan 0.2845 0.4986 nan nan 4.9433
12557102 nan 0.3010 3.4739 nan 3359.0 4.9246
12571319 nan 0.3360 15.4853 nan nan 4.9134
12573688 nan 0.2959 8.3687 nan 3429.0 4.9303
12574159 nan 0.1829 11.8919 nan 3027.0 5.0967
12584344 nan 0.2916 4.0532 nan 3364.0 4.9351
12605178 nan 0.1891 1.2327 nan 3064.0 5.0844
12631605 nan 0.9729 0.3542 nan 5514.0 4.4478
12631988 nan 1.2695 5.9741 nan 5946.29 4.2682
12632044 nan 0.5168 0.1008 0.2016 3721.0 4.7228
12632273 nan 0.2329 1.0125 nan 3343.0 5.0104
12632558 nan 1.6634 1.1767 nan 7145.0 4.1980
12670497 nan 16.7620 1.3202 nan 11835.0 nan
12825453 nan 1.6418 0.5492 nan 5049.0 3.9317
12828458 nan 0.5643 0.3692 nan 3499.0 4.6816
12862099 nan 0.9639 8.6853 nan 5480.0 nan
12868098 nan 0.3330 2.5162 nan 3363.0 4.8909
12909405 nan 0.4255 5.6005 nan 3427.0 4.8034
12931952 nan 0.2226 0.3502 nan 3171.0 5.0260
12967420 nan 0.2376 0.6214 nan 3147.0 5.0036
12974616 nan 0.2546 0.4611 nan 3335.0 4.9802
12989571 nan 0.5694 13.0195 nan 3857.0 4.6773
12995792 nan 0.1430 1.2028 nan nan 5.1571
13002932 nan 15.5297 3.5253 nan nan nan
13017011 123.0 4.6891 0.3193 nan 9232.75 nan
13020091 nan 0.4398 1.3796 nan 3364.0 4.7906
13021029 nan 1.4326 1.9287 nan 6244.52 nan
13024362 nan 1.5856 13.4716 nan 5941.0 4.0731
13029647 nan 0.3557 1.3564 nan 3310.0 4.8684
13059308 nan 25.7864 23.4182 nan 4452.0 NaN
13060575 nan 0.4251 6.2449 nan 3565.0 4.8038
13062255 nan 1.9904 0.8257 nan 5769.0 3.8530
13079472 nan 0.5428 0.7482 nan 3667.0 4.7001
13079486 nan 0.4657 0.7484 nan 3486.0 4.7676
13094689 nan 0.9257 3.5724 nan 5634.0 4.5047
13095967 nan 0.3373 0.3841 nan 3164.0 4.8865
13113483 nan 0.6460 11.0862 nan 3753.0 4.6129
13123877 nan 32.1982 2.5157 nan 4511.0 NaN
13125314 nan 0.3837 1.5701 nan 3390.0 4.8418
13137474 nan 82.5341 16.0051 nan 3796.0 NaN
13145348 nan 0.8050 5.1592 nan nan NaN
13223161 nan 0.4322 1.9823 nan 3499.0 4.7974
13238985 nan 0.2002 3.3245 nan 3183.0 5.0636
13270128 nan 0.1252 6.4478 nan 2816.0 5.2452
13284088 379.0 6.8027 1.0020 nan 12169.0 nan
13324350 nan 0.5499 0.7562 nan 3413.0 4.6940
13325866 nan 284.2620 16.4815 700.0000 3673.0 NaN
13332837 nan 11.4822 0.1454 nan 9239.0 nan
13345794 170.0 2.5030 0.3135 nan 10904.6 nan
13349647 4.01 0.9596 0.5125 nan 5928.0 4.5073
13352159 nan 0.2547 0.7430 nan 3162.0 4.9801
13390261 nan 51.0197 4.9781 nan 3964.0 NaN
13391274 nan 0.2910 0.6106 nan 3224.0 4.9358
13429083 nan 22.7693 3.7789 nan 4456.0 NaN
13431346 20.0 nan 4.6562 nan 5987.92 NaN
13459076 nan 0.6094 0.7926 nan 3473.0 4.6433
13468323 nan 0.4255 1.1237 nan 3322.0 4.8034
13473357 nan 0.2431 0.3691 nan 3228.0 4.9957
13529372 nan 0.4014 0.2050 0.4101 3411.0 4.8254
13684720 nan 0.4770 7.3795 nan 3275.0 4.7576
13707896 nan 0.6566 4.5574 nan 3471.0 4.6042
13708886 nan 2.7740 0.1120 nan 7179.0 3.7573
13711062 nan 0.1780 4.2012 nan nan 5.0990
13725513 nan 0.2667 0.8881 nan 3032.0 4.9647
13800376 nan 0.2565 0.5802 nan 3122.0 4.9777
13822031 nan 0.2489 0.8065 nan 3216.0 4.9878
13824523 nan 0.4226 10.3025 nan 3483.0 4.8060
13828206 nan 0.2560 2.0565 nan 3205.0 4.9784
13829713 nan 0.5840 0.7770 nan 3733.0 4.6648
13840107 nan 0.4292 1.3766 nan 3424.0 4.8002
13883466 nan 44.0769 6.6869 nan 4159.0 NaN
13912397 nan 0.2461 0.4122 nan 3136.0 4.9916
13955081 nan 0.1924 0.3805 nan 3058.0 5.0780
13955147 7.7 1.0062 2.2895 nan 5701.0 4.4413
13960751 nan 0.2815 1.7285 nan 3166.0 4.9467
13972612 nan 9.1691 0.7076 nan 9056.0 nan
13972809 nan 0.4701 3.1118 nan 3576.0 4.7637
13973539 nan 19.1882 0.2855 nan nan nan
14001734 nan 0.4388 0.2881 nan 3304.0 4.7916
14007881 nan 0.2433 0.9046 nan 3105.0 4.9955
14082347 nan 0.6679 7.6240 nan 4047.0 4.5879
14084201 nan 1.2435 0.1113 nan 6282.9 4.3387
14085128 nan 0.4649 0.3131 nan 3067.0 4.7683
14087575 nan 0.4606 1.2401 nan 3198.0 4.7721
14091633 nan 1.2640 1.4342 nan 6434.0 nan
14091704 nan 1.6475 0.7642 nan 6240.9 nan
14162411 nan 0.2580 1.4921 nan nan 4.9972
14165783 nan 0.4796 12.3217 nan 3570.0 4.7553
14175947 nan 1.3224 4.1990 nan 6120.0 4.2560
14207118 nan 3.2719 1.3533 nan 6653.0 3.5549
14231596 nan 4.4720 0.4788 0.4789 6457.0 nan
14232785 nan 0.3545 10.0211 nan 3401.0 4.8696
14278041 nan 1.8561 7.0331 nan 7082.0 4.0965
14278716 nan 0.5744 2.5686 nan 3391.0 4.6730
14326951 nan 0.2422 3.4953 nan 3125.0 4.9970
14342052 nan 0.9307 1.6280 nan 5714.16 nan
14343237 nan 0.6833 8.7860 nan 4656.55 NaN
14344362 nan 0.6048 6.1526 nan 3518.0 4.6472
14359846 nan 62.5993 9.3260 nan 3978.0 NaN
14400816 nan 0.3165 2.8385 nan 3244.0 4.9079
14444062 nan 0.1763 0.2926 nan 3016.0 5.1105
14612845 nan 0.1853 0.6625 nan 3067.0 5.0918
14622860 nan 2.1267 0.5293 nan 7088.46 3.9785
14661418 nan 0.7932 0.5247 nan 4724.49 4.5184
14663544 nan 28.0985 6.6781 nan 4134.0 NaN
14664848 nan 1.6219 4.5656 nan 6387.8 4.1252
14681209 nan 0.2650 0.4637 nan 3108.0 4.9668
14715718 nan 0.1400 0.2177 nan 2841.0 5.2010
14721612 nan 10.1513 2.3898 nan 4906.0 NaN
14722732 11.49 0.9181 4.3488 nan 4363.59 4.3448
14723454 nan 0.2274 2.5988 nan nan 5.0185
14725578 26.0 2.1110 1.3913 nan 7338.0 4.0092
14725603 nan 9.0111 1.3010 nan 4789.0 NaN
14768025 4.8 0.5010 8.9749 nan nan 4.7854
14772302 nan 1.1476 0.2856 nan 5620.0 nan
14776539 nan 1.0379 6.4113 nan 3812.0 4.1692
14777391 nan 2.1741 1.5916 nan 6697.0 3.9158
14780007 nan 130.6330 11.6764 nan 3134.0 NaN
14781149 nan 34.4576 3.6073 nan 4179.0 NaN
14823294 nan 1.0231 5.1347 nan 6213.0 4.4960
14826027 nan 2.0829 0.4562 nan 5830.0 3.8219
14838494 nan 0.4742 3.2033 nan 3278.0 4.7601
14855653 nan 119.6050 8.1787 nan 3182.0 NaN
14878499 nan 0.2508 1.1359 nan 3286.0 4.9853
15065085 nan 369.1950 7.9006 nan 3059.0 NaN
15099904 nan 0.8634 5.2613 nan 5640.0 4.5656
15231995 nan 0.1641 0.3904 nan 2966.0 5.1382
15373882 nan 1.3371 3.3882 nan nan NaN
15386481 nan 0.3389 3.9360 nan 3366.0 4.8849
15420746 nan 0.1486 6.5533 nan 2872.0 5.1771
15442437 nan 0.5480 4.7399 nan nan 4.7339
15444490 43.0 1.4909 1.9658 nan 5598.0 4.0868
15445546 nan 0.8285 1.6868 nan 5699.0 4.6058
15445551 nan 1.5680 1.6856 nan 6458.0 4.1646
15446998 5.2 1.1198 5.3991 nan 4295.0 4.1659
15502880 nan 0.1912 1.7467 nan 3010.0 5.0803
15525212 27.6 1.3190 2.8016 nan 5496.86 4.1799
15525527 nan 42.8249 23.7834 nan 4290.0 NaN
15613161 nan 0.3795 2.6353 nan 3345.0 4.8457
15652493 nan 0.1801 0.5833 nan 2954.0 5.1024
15692935 nan 0.3394 3.1979 nan 3345.0 4.8844
15693705 nan 1.5108 4.0246 nan 6063.0 4.1327
15740800 nan 0.6966 0.1767 nan 5066.0 4.6815
15788257 nan 125.6520 13.0944 nan 3302.0 nan
15833204 nan 0.5602 4.0009 nan 3839.0 4.6851
15862486 nan 0.9994 5.4332 nan 5807.63 4.4573
15863518 nan 0.9460 0.5579 nan 5097.55 4.4188
15892293 nan 0.4345 10.9775 nan 3304.0 4.7954
15926938 nan 2.2370 1.1375 1.1505 6968.0 3.9226
16034007 nan 0.3924 8.0584 16.4000 3306.0 4.8337
16034014 nan 0.5184 13.5807 nan 3451.0 4.7214
16042818 nan 0.3974 7.6242 nan 3443.0 4.8290
16053378 nan 0.2879 0.4107 nan 3246.0 4.9393
16117219 nan 0.6377 0.8748 nan 3943.0 4.6197
16146114 nan 0.8024 10.2443 nan 5324.73 4.5922
16146712 nan 0.7399 3.9840 nan 5144.64 4.6392
16159561 nan 0.3207 0.1157 nan 3169.0 4.9035
16225464 nan 0.7262 0.2122 nan 5161.87 nan
16247017 nan 0.6293 13.2517 nan 4225.0 4.6599
16313827 nan 0.3720 1.6081 nan 3302.0 4.8528
16319683 nan 0.7916 3.6109 nan 5001.0 4.5596
16322354 nan 1.9263 1.5022 nan 7241.25 4.0808
16327751 nan 112.0160 8.9095 nan 3528.0 NaN
16331062 nan 1.0529 2.3081 nan 5606.0 4.3898
16408173 nan 0.5325 10.0544 nan 3627.0 4.7091
16486800 nan 2.4606 0.1602 nan 8309.7 nan
16493058 nan 0.6832 1.3962 1.3729 5605.04 4.7650
16532008 nan 0.2493 0.3402 nan 3150.0 4.9873
16535468 nan 0.3317 8.8023 nan 3267.0 4.8922
16651257 nan 0.8013 10.5024 nan 4768.01 NaN
16740101 nan 2.2877 1.4819 nan 9550.0 nan
16740282 nan 169.3810 7.0615 nan 3143.0 NaN
16768378 nan 0.3514 0.2026 nan 3252.0 4.8726
16805617 nan 0.9379 9.9662 nan 4144.0 4.3067
16849859 nan 11.8866 3.5177 nan 4893.29 NaN
16878833 nan 0.7152 1.8963 nan 5256.01 4.6829
16884423 nan 0.3762 0.4635 nan 3161.0 4.8488
16890680 nan 0.4065 0.3532 nan 3332.0 4.8207
16920265 nan 136.7790 7.1415 nan 3070.0 NaN
16986865 nan 0.4419 1.7340 nan 3418.0 4.7888
16998331 nan 2.4783 9.3380 nan 6039.0 3.6997
17002739 nan 1.6743 0.5656 0.5649 6340.3 4.0890
17002983 nan 1.5550 0.5573 nan 6963.0 4.2379
17005864 nan 1.4740 1.8980 nan 6399.0 4.2093
17092926 nan 0.5397 6.4942 nan 3621.0 4.7028
17122372 1.9 0.8151 5.9182 nan 3963.85 4.4081
17153995 nan 2.7027 0.1170 0.1170 6968.0 nan
17158018 nan nan 5.2494 nan nan NaN
17191554 nan 0.1756 0.2856 nan 3056.0 5.1121
17193531 nan 10.5850 3.5738 nan 5120.22 NaN
17201662 nan 0.9125 3.9034 nan 5601.91 4.5132
17206122 nan 2.1418 2.2357 nan 6495.0 3.9004
17206368 nan 0.9790 1.8473 nan 5691.0 4.4608
17251144 nan 0.4669 2.2252 nan 3214.0 4.7666
17301096 nan 1.3263 5.7823 nan 6544.0 4.3238
17303916 nan 0.3195 6.6659 nan 3247.0 4.9048
17330279 nan 1.6419 0.7025 nan 6249.67 4.0902
17331985 nan 0.7716 12.3979 nan 4157.47 4.4762
17408171 nan 1.2437 0.4717 nan 5702.52 4.2572
17408570 nan 0.7944 0.7440 0.7418 4191.0 4.4576
17408734 nan 0.9064 4.8030 nan 5996.0 nan
17415491 nan 1.0008 6.9583 nan 5838.77 4.4586
17464704 nan 0.2309 0.6488 nan 3130.0 5.0132
17470295 nan 0.2910 15.2717 nan 3288.0 4.9358
17470665 nan 21.6636 2.9591 nan 4449.54 NaN
17491037 nan 1.6283 10.6784 nan 6590.0 4.1523
17509396 44.0 1.3962 0.8354 nan 5299.0 4.1072
17540944 nan 0.4575 9.9334 nan 3472.0 4.7749
17542164 29.4 1.5250 1.1527 1.1398 5904.0 4.1009
17542166 4.9 0.9709 1.1524 1.1398 5890.0 4.4931
17619251 nan 0.5289 8.8042 nan 3688.0 4.7122
17619748 8.3 2.5244 9.6581 nan 5402.0 NaN
17668155 nan nan 5.5494 5.4700 nan nan
17670078 nan 0.9791 4.4395 nan 5496.0 4.4387
17673971 nan 1.3872 0.9656 nan 6674.34 4.3030
17682482 nan 0.3482 1.0187 nan 3285.0 4.8757
17740827 nan 0.8643 5.2626 nan 4827.0 4.4568
17746821 nan 1.7296 1.5625 nan 6321.7 nan
17747200 nan 0.8015 0.2701 nan 5334.7 4.5945
17807269 nan 3.0561 0.6498 nan 7870.0 nan
17898536 nan 10.7954 0.7704 nan 4828.0 NaN
17924694 nan 0.7023 13.4512 nan 3938.06 4.5303
17928672 nan 0.4171 5.9216 nan 3491.0 4.8110
17933047 nan 0.9456 5.7906 nan 6044.0 4.5374
17970570 nan 0.1402 0.5595 nan 2848.0 5.2004
17992446 nan 0.2317 0.4749 nan 3172.0 5.0121
18011473 nan 0.5027 1.3226 nan 3626.0 4.7350
18022414 nan 0.4587 1.7604 nan 3487.0 4.7738
18029695 nan 0.6883 4.9884 nan 4425.66 4.6014
18032286 nan 1.0424 4.2238 nan 5977.54 NaN
18065818 nan 0.6380 10.0351 nan 4270.19 NaN
18069841 nan 0.2179 0.4412 nan 3021.0 5.0334
18083975 nan 0.4928 9.9710 nan 3482.0 4.7437
18084644 nan 0.4327 4.0597 nan 3199.0 4.7970
18112867 nan 0.8771 3.0199 3.0420 5691.16 4.5576
18120076 nan 1.4020 0.8371 nan 6878.14 4.3187
18176691 nan 43.6963 3.8017 nan 3976.2 NaN
18226945 nan 0.5658 8.9469 nan 4081.72 NaN
18229450 nan 8.9330 0.8062 nan 5043.0 NaN
18316986 nan 10.5454 1.5117 nan 4736.0 NaN
18317760 nan 0.3319 1.0044 nan 3209.0 4.8920
18381535 nan 0.5589 11.4205 nan 3779.0 4.6863
18384153 nan 0.7689 5.8525 nan 4543.0 4.5236
18422438 nan 0.7740 0.1578 nan 5021.0 4.5818
18423940 nan 1.2682 11.5542 nan 6094.0 4.2901
18470296 nan 0.9659 5.6421 nan 5407.0 4.4413
18472323 nan 0.8940 3.6274 nan 5492.0 4.5190
18631678 nan 0.8639 3.1468 3.2041 4790.0 4.4533
18636384 nan 0.2754 4.4210 nan 3408.0 4.9540
18745943 nan 0.6756 1.9744 nan 3687.0 4.5889
18748707 nan 0.3195 0.4091 nan 3188.0 4.9048
18784286 nan 11.0442 5.0887 nan 4859.0 NaN
18847404 nan 0.3175 1.7871 nan 3281.0 4.9068
18870222 nan 0.4732 3.5808 nan 3339.0 4.7610
18907392 nan 0.1229 0.5323 nan 2823.0 5.2524
18934976 nan 0.3443 5.6337 nan 3351.0 4.8796
18998800 nan 0.4251 10.7979 nan 3482.0 4.8039
19057974 nan 0.2671 0.4842 nan 3248.0 4.9642
19071658 nan 0.5382 0.1656 nan 3787.0 4.7041
19075500 nan 0.4296 4.7367 nan 3225.0 4.7998
19088521 nan 0.2899 13.6824 nan 3354.0 4.9371
19122666 126.1 1.0810 0.3261 nan 4903.0 4.2735
19358740 nan 0.3105 7.0981 nan 3207.0 4.9143
19452190 nan 0.8390 2.3143 nan 5396.52 4.5623
19493614 nan 0.4073 0.8346 nan 3454.0 4.8200
19493810 nan 86.8436 5.4842 114.0000 nan NaN
19568026 nan 242.2690 10.9528 74.9645 3111.0 NaN
19612326 nan 1.8252 1.0070 nan 6686.0 4.0677
19753375 nan 24.8838 1.0111 nan 4402.5 NaN
19821790 nan 1.8922 1.3092 nan 6358.0 3.9859
19974817 nan 41.1120 5.9310 nan 3980.0 NaN
20060837 nan 36.7737 5.0312 nan 3969.0 NaN
20069221 nan 15.2034 1.5470 nan 4809.0 NaN
20070883 nan 0.3638 0.1057 nan nan NaN
20072435 nan 1.3120 0.9724 nan 6248.4 4.2850
20090694 nan 0.5055 2.9386 nan 3258.0 4.7326
20093012 nan 0.1829 4.5259 nan 3042.0 5.0967
20096356 55.0 0.9546 0.7874 nan 5458.0 4.4562
20140030 nan 0.3515 6.2512 30.4400 3302.0 4.8725
20145422 6.0 1.1533 4.3609 nan 5953.51 4.3516
20160491 nan 0.4019 1.5324 nan 3307.0 4.8249
20175971 nan 0.5845 0.5998 nan 4397.77 4.7434
20182165 nan 1.2050 2.1147 nan 6327.16 nan
20203297 nan 1.1349 3.6355 nan 5910.35 nan
20204780 nan 0.2677 0.8310 nan 3019.0 4.9635
20207211 nan 0.1260 0.6030 nan nan 5.2154
20215090 nan 1.0767 10.6392 nan 5460.0 4.3534
20237433 nan 0.8175 11.7659 nan 5078.63 4.5426
20241421 nan 1.8841 3.0557 nan 7674.0 nan
20291359 nan 2.2578 5.7051 nan 5248.0 NaN
20291519 nan 1.4579 1.6617 nan 6734.0 4.2690
20292894 nan 0.8593 3.4827 nan 5628.92 4.5684
20294200 nan 15.3429 6.1094 nan 4537.0 NaN
20297123 nan 0.2115 0.9358 nan 3090.0 5.0438
20299889 nan 2.9015 7.6401 7.6061 4906.0 NaN
20301810 nan 2.6097 3.3912 nan 6263.0 NaN
20304784 nan 0.2280 2.4659 nan 3306.0 5.0177
20305594 nan 0.1678 0.2905 nan 2828.0 5.1295
20319492 249.0 1.6921 0.1385 nan 8954.0 nan
20325758 nan 0.3570 3.8997 nan 3190.0 4.8671
20325775 nan 0.2072 2.5984 nan 3066.0 5.0512
20347914 nan 62.0275 8.5659 nan 3986.0 NaN
20354182 nan 1.1455 5.4975 nan 6082.0 4.3766
20355701 nan 0.7943 9.7405 nan 4830.0 4.5318
20414865 nan 0.4476 0.3553 nan 2877.0 4.7836
20423655 nan 66.0207 15.7076 nan 3904.0 NaN
20440713 nan 0.6909 0.2698 nan 3339.0 4.5768
20444632 nan 0.7710 1.5354 nan 3679.0 4.3972
20446809 nan 3.3489 0.1248 nan 8432.0 nan
20486540 nan 0.3671 3.5244 nan 3359.0 4.8574
20489905 nan 74.3430 12.0521 nan 3192.0 NaN
20526424 nan 0.9875 4.7138 nan 5395.0 NaN
20580464 nan 0.7008 5.3987 nan 4469.0 4.5919
20581805 nan 0.1730 0.7344 nan nan 5.1054
20605887 nan 0.9743 11.9200 nan 5196.0 4.4066
20615500 nan 1.4314 6.7072 nan 6425.0 4.2391
20656977 nan 0.0153 0.1294 nan nan NaN
20766994 nan 0.5974 6.4036 nan 3794.0 4.6534
20766996 nan 0.1801 12.8067 nan nan 5.1024
20780728 nan 1.8131 6.6848 nan 7324.0 4.1411
20802342 nan 0.3803 3.6643 nan 3190.0 4.8449
20821662 nan 0.3042 0.5622 nan 3162.0 4.9211
20876306 nan 0.2568 1.7864 nan 3046.0 4.9773
20884302 nan 1.0008 2.6537 nan 5792.06 4.4544
20886254 nan 0.7802 12.2533 nan 4649.0 4.5229
20891744 nan 1.2352 1.5427 nan 5155.0 4.1946
20892851 nan 11.0480 3.1947 nan 4700.0 NaN
20892891 nan 0.4902 4.8331 nan 3516.0 4.7460
20905280 nan 0.3644 2.5186 nan 3328.0 4.8600
20910463 nan 1.6484 12.0701 nan 7850.0 nan
20915111 nan 98.9596 5.1274 nan 4318.0 NaN
20922812 nan 4.3385 1.6071 nan 4885.0 NaN
20931752 nan 0.5327 4.8020 nan 3546.0 4.7089
20931755 nan 0.2965 4.7178 nan 3427.0 4.9296
